Economy,Code,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Depression (%),Income group,average_learning_Adjusted_of_school,GDP(2022)
Lebanon,LBN,1991,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,1992,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,1993,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,1994,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,1995,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,1996,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,1997,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,1998,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,1999,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,2000,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,2001,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,2002,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,2003,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,2004,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,2005,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,2006,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,2007,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,2008,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,2009,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,2010,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,2011,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,2012,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,2013,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,2014,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,2015,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,2016,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lebanon,LBN,2017,Middle,High,Middle,High,Middle,Lower middle income,Middle,Middle
Lesotho,LSO,1990,Low,Low,Low,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,1991,Low,Low,Low,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,1992,Low,Low,Low,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,1993,Low,Low,Low,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,1994,Low,Low,Low,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,1995,Low,Low,Low,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,1996,Low,Low,Low,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,1997,Low,Low,Low,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,1998,Low,Low,Low,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,1999,Low,Low,Low,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,2000,Low,Low,Low,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,2001,Low,Low,Low,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,2002,Low,Low,Low,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,2003,Low,Low,Low,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,2004,Low,Low,Low,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,2005,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,2006,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,2007,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,2008,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,2009,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,2010,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,2011,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,2012,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,2013,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,2014,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,2015,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,2016,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Lesotho,LSO,2017,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Liberia,LBR,1990,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,1991,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,1992,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,1993,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,1994,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,1995,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,1996,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,1997,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,1998,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,1999,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,2000,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,2001,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,2002,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,2003,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,2004,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,2005,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,2006,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,2007,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,2008,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,2009,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,2010,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,2011,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,2012,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,2013,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,2014,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,2015,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,2016,Low,Middle,Low,Low,Middle,Low income,Low,Low
Liberia,LBR,2017,Low,Middle,Low,Low,Middle,Low income,Low,Low
Libya,LBY,1990,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,1991,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,1992,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,1993,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,1994,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,1995,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,1996,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,1997,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,1998,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,1999,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,2000,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,2001,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,2002,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,2003,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,2004,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,2005,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,2006,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,2007,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,2008,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,2009,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,2010,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,2011,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,2012,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,2013,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,2014,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,2015,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,2016,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Libya,LBY,2017,Middle,Middle,Middle,High,Middle,Upper middle income,Middle,Middle
Lithuania,LTU,1990,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,1991,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,1992,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,1993,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,1994,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,1995,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,1996,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,1997,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,1998,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,1999,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,2000,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,2001,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,2002,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,2003,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,2004,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,2005,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,2006,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,2007,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,2008,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,2009,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,2010,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,2011,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,2012,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,2013,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,2014,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,2015,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,2016,Middle,Middle,Middle,Low,High,High income,High,Middle
Lithuania,LTU,2017,Middle,Middle,Middle,Low,High,High income,High,Middle
Luxembourg,LUX,1990,High,High,High,High,High,High income,High,Middle
Luxembourg,LUX,1991,High,High,High,High,High,High income,High,Middle
Luxembourg,LUX,1992,High,High,High,High,High,High income,High,Middle
Luxembourg,LUX,1993,High,High,High,High,High,High income,High,Middle
Luxembourg,LUX,1994,High,High,High,High,High,High income,High,Middle
Luxembourg,LUX,1995,High,High,High,High,High,High income,High,Middle
Luxembourg,LUX,1996,High,High,High,High,High,High income,High,Middle
Luxembourg,LUX,1997,High,High,High,High,High,High income,High,Middle
Luxembourg,LUX,1998,High,High,High,High,High,High income,High,Middle
Luxembourg,LUX,1999,High,High,High,High,High,High income,High,Middle
Luxembourg,LUX,2000,High,High,High,High,Middle,High income,High,Middle
Luxembourg,LUX,2001,High,High,High,High,Middle,High income,High,Middle
Luxembourg,LUX,2002,High,High,High,High,Middle,High income,High,Middle
Luxembourg,LUX,2003,High,High,High,High,Middle,High income,High,Middle
Luxembourg,LUX,2004,High,High,High,High,Middle,High income,High,Middle
Luxembourg,LUX,2005,High,High,High,High,Middle,High income,High,Middle
Luxembourg,LUX,2006,High,High,High,High,Middle,High income,High,Middle
Luxembourg,LUX,2007,High,High,High,High,Middle,High income,High,Middle
Luxembourg,LUX,2008,High,High,High,High,Middle,High income,High,Middle
Luxembourg,LUX,2009,High,High,High,High,Middle,High income,High,Middle
Luxembourg,LUX,2010,High,High,High,High,Middle,High income,High,Middle
Luxembourg,LUX,2011,High,High,High,High,Middle,High income,High,Middle
Luxembourg,LUX,2012,High,High,High,High,Middle,High income,High,Middle
Luxembourg,LUX,2013,High,High,High,High,Middle,High income,High,Middle
Luxembourg,LUX,2014,High,High,High,High,Middle,High income,High,Middle
Luxembourg,LUX,2015,High,High,High,High,Middle,High income,High,Middle
Luxembourg,LUX,2016,High,High,High,High,Middle,High income,High,Middle
Luxembourg,LUX,2017,High,High,High,High,Middle,High income,High,Middle
Macedonia,MKD,1990,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,1991,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,1992,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,1993,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,1994,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,1995,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,1996,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,1997,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,1998,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,1999,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,2000,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,2001,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,2002,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,2003,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,2004,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,2005,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,2006,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,2007,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,2008,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,2009,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,2010,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,2011,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,2012,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,2013,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,2014,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,2015,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,2016,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Macedonia,MKD,2017,Middle,Middle,Middle,Middle,Low,Upper middle income,Middle,Middle
Madagascar,MDG,1990,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,1991,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,1992,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,1993,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,1994,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,1995,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,1996,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,1997,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,1998,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,1999,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,2000,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,2001,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,2002,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,2003,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,2004,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,2005,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,2006,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,2007,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,2008,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,2009,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,2010,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,2011,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,2012,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,2013,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,2014,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,2015,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,2016,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Madagascar,MDG,2017,Low,Middle,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,1990,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,1991,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,1992,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,1993,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,1994,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,1995,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,1996,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,1997,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,1998,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,1999,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,2000,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,2001,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,2002,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,2003,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,2004,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,2005,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,2006,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,2007,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,2008,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,2009,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,2010,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,2011,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,2012,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,2013,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,2014,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,2015,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,2016,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malawi,MWI,2017,Low,Low,Low,Middle,Middle,Low income,Low,Middle
Malaysia,MYS,1990,Middle,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,1991,Middle,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,1992,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,1993,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,1994,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,1995,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,1996,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,1997,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,1998,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,1999,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,2000,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,2001,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,2002,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,2003,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,2004,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,2005,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,2006,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,2007,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,2008,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,2009,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,2010,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,2011,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,2012,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,2013,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,2014,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,2015,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,2016,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Malaysia,MYS,2017,High,Low,Middle,Middle,Middle,Upper middle income,Middle,High
Maldives,MDV,1990,Middle,Low,Low,Low,Middle,Upper middle income,Middle,Low
Maldives,MDV,1991,Middle,Low,Low,Low,Middle,Upper middle income,Middle,Low
Maldives,MDV,1992,Middle,Low,Low,Low,Middle,Upper middle income,Middle,Low
Maldives,MDV,1993,Middle,Low,Low,Low,Middle,Upper middle income,Middle,Low
Maldives,MDV,1994,Middle,Low,Low,Low,Middle,Upper middle income,Middle,Low
Maldives,MDV,1995,Middle,Low,Middle,Low,Middle,Upper middle income,Middle,Low
Maldives,MDV,1996,Middle,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,1997,Middle,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,1998,Middle,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,1999,Middle,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,2000,Middle,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,2001,Middle,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,2002,Middle,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,2003,High,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,2004,High,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,2005,High,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,2006,High,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,2007,High,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,2008,High,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,2009,High,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,2010,High,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,2011,High,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,2012,High,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,2013,High,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,2014,High,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,2015,High,Low,Middle,Middle,Middle,Upper middle income,Middle,Low
Maldives,MDV,2016,High,Low,Middle,Low,Middle,Upper middle income,Middle,Low
Maldives,MDV,2017,High,Low,Middle,Low,Middle,Upper middle income,Middle,Low
Mali,MLI,1990,Low,Middle,Low,Low,Middle,Low income,Low,Middle
Mali,MLI,1991,Low,Middle,Low,Low,Middle,Low income,Low,Middle
Mali,MLI,1992,Low,Middle,Low,Low,Middle,Low income,Low,Middle
Mali,MLI,1993,Low,Middle,Low,Low,Middle,Low income,Low,Middle
Mali,MLI,1994,Low,Middle,Low,Low,Middle,Low income,Low,Middle
Mali,MLI,1995,Low,Middle,Low,Low,Middle,Low income,Low,Middle
Mali,MLI,1996,Low,Middle,Low,Low,Middle,Low income,Low,Middle
Mali,MLI,1997,Low,Middle,Low,Low,Middle,Low income,Low,Middle
Mali,MLI,1998,Low,Middle,Low,Low,Middle,Low income,Low,Middle
Mali,MLI,1999,Low,Middle,Low,Low,Middle,Low income,Low,Middle
Mali,MLI,2000,Low,Middle,Low,Low,Middle,Low income,Low,Middle
Mali,MLI,2001,Low,Middle,Low,Low,Low,Low income,Low,Middle
Mali,MLI,2002,Low,Middle,Low,Low,Low,Low income,Low,Middle
Mali,MLI,2003,Low,Middle,Low,Low,Low,Low income,Low,Middle
Mali,MLI,2004,Low,Middle,Low,Low,Low,Low income,Low,Middle
Mali,MLI,2005,Low,Middle,Low,Low,Low,Low income,Low,Middle
Mali,MLI,2006,Low,Middle,Low,Low,Low,Low income,Low,Middle
Mali,MLI,2007,Low,Middle,Low,Low,Low,Low income,Low,Middle
Mali,MLI,2008,Low,Middle,Low,Low,Low,Low income,Low,Middle
Mali,MLI,2009,Low,Middle,Low,Low,Low,Low income,Low,Middle
Mali,MLI,2010,Low,Middle,Low,Low,Low,Low income,Low,Middle
Mali,MLI,2011,Low,Middle,Low,Low,Low,Low income,Low,Middle
Mali,MLI,2012,Low,Middle,Low,Low,Low,Low income,Low,Middle
Mali,MLI,2013,Low,Middle,Low,Low,Low,Low income,Low,Middle
Mali,MLI,2014,Low,Middle,Low,Low,Middle,Low income,Low,Middle
Mali,MLI,2015,Low,Middle,Low,Low,Middle,Low income,Low,Middle
Mali,MLI,2016,Low,Middle,Low,Low,Middle,Low income,Low,Middle
Mali,MLI,2017,Low,Middle,Low,Low,Middle,Low income,Low,Middle
Malta,MLT,1990,High,High,High,High,Middle,High income,High,Middle
Malta,MLT,1991,High,High,High,High,Middle,High income,High,Middle
